850	2023-08-04T14:48:13	531295	You can skip the first 300 because those aren't really relevant to 2077 and the gameplay is kinda boring. But after that is when the story really picks up, so you should try to play at least the next 1000 games because it gives you a lot of necessary lore that you need to understand 2077. Particularly games 1069 and 1420 are pretty critical. You can probably skip games 700 through 850 though because the plot gets weirdly racist and I think they're banned in most countries anyways. But if you're short on time you could probably get away with just the last 500 games or so and you'll probably pick up on whatever you missed by not playing the earlier games
500	2023-08-04T14:48:13	531295	You can skip the first 300 because those aren't really relevant to 2077 and the gameplay is kinda boring. But after that is when the story really picks up, so you should try to play at least the next 1000 games because it gives you a lot of necessary lore that you need to understand 2077. Particularly games 1069 and 1420 are pretty critical. You can probably skip games 700 through 850 though because the plot gets weirdly racist and I think they're banned in most countries anyways. But if you're short on time you could probably get away with just the last 500 games or so and you'll probably pick up on whatever you missed by not playing the earlier games
100	2023-08-15T16:52:38	533260	I actually got like a $100 check for it when I was like 15 lol
576	2023-08-20T00:46:22	536326	It's what boomers tell you when you spend 0.576 milliseconds not doing something productive
390	2023-09-04T06:45:17	539655	AMD R9 390
110	2023-09-15T22:48:10	542850	110% lmfao
100	2023-09-28T21:09:17	545261	If I had to pay cash prices then yeah it's like $100+ an hour. Fuckin crazy
100	2023-10-05T06:37:02	547146	A research study that I did picked three random participants to give a $100 Amazon gift card and I was one
100	2023-10-05T06:39:49	547149	It's $100CAD which is like $73 USD, but still very epic 👌👌
100	2023-10-31T00:36:54	551204	Also at this same place they have roller coasters. They have one that drops like 100ft down a mineshaft or something like that. And a couple years ago, a 6 year old girl wasn't properly secured in one of them, and they fell to their death. After the drop, the seats stay there for a few minutes. And the kids parents were strapped in, so they had to just sit and look at their mangled dead child for minutes. Like something out of a horror movie. Makes me cry a bit when I think about it
500	2023-11-14T19:25:42	554334	Only in America does an office chair need to be rated for 500lbs 😐
100	2023-11-22T19:40:24	556032	100% authentic genuine 🅱️olish kielbasa recipe
200	2024-01-06T16:39:28	564326	And those mfers ask like $200 for shipping
740	2024-01-14T19:30:18	565473	https://youtu.be/GTomMm61Ixw?si=jp740Rdd3ue6pc-L
200	2024-01-20T23:00:50	567527	It has been added to my 200 open tabs 💪
456	2024-02-15T16:20:31	570735	https://youtu.be/J0YL5ZiZf6A?si=AFocxL3AQrc456Uh
300	2024-03-14T01:52:05	575158	As Kanye West once said "I keep it 300, like the Romans"
700	2024-03-24T16:44:48	576765	Well apparently he's made over 700 sequels to that song (?!)
100	2024-03-25T18:16:41	576922	Kk I will try to be ready 100% too
100	2024-03-26T22:10:57	577321	He has lvl 100 defense
192	2024-04-21T16:14:30	581322	Changing it to 192.169.1.1
169	2024-04-21T16:14:30	581322	Changing it to 192.169.1.1
350	2024-05-05T16:10:41	583808	Bro forgot he doesn't have a 2025 Ford F-350 XLT Extended Bed Deluxe Towing Package with the heated steering wheel package
376	2024-05-07T17:32:24	583996	376 ugly af tho 🥺
333	2024-05-07T17:33:21	583998	I like 333 because it's three 3s and 3 is a great number for design and other stuffs
100	2024-05-12T02:17:43	584374	Of course there's probably thousands that watch and know about it but ask 100 people on the street and probably like 10 would even know what it is. Maybe 0.5 a person will have seen it
117	2024-05-24T15:10:17	586239	Cure depression with this one simple trip down 117 stories 😍🥰
200	2024-05-26T16:01:41	586658	Even mine never gets that bad and I have 200 tabs open at all times lol
800	2024-07-05T17:44:25	597013	That's very Italian to be moving 800 euro pieces of meat
420	2024-07-05T21:28:46	597130	A 6'9" 420lb kon fan
420	2024-07-05T21:29:52	597136	Excuse me I mean a 420cm 420kg kon rotary blade air mover
420	2024-07-05T21:29:52	597136	Excuse me I mean a 420cm 420kg kon rotary blade air mover
100	2024-07-21T06:49:24	600283	The main reason I use one is for the cash back rewards. Like I have one that is 2% cash back, so every $100 I spend i get $2 back. Doesn't seem like much but it adds up. Some cards will give you like 5% back or more on specific categories
100	2024-08-15T19:29:22	604630	You are 100% correct lmao
123	2024-08-27T05:10:40	607143	Well my email is blakeblakeblake123@protonmail.com Tattoo that on your balls so you don't forgor 💀
100	2024-10-27T03:08:02	617492	As a 100% genuine Italian resident how do you feel about the size of this slice of pizza?
123	2024-11-07T22:13:37	619840	I have 123 DAYS worth of playtime on my account 🙈
229	2024-12-04T22:24:09	623154	Besides the 4,229 pictures of my ass, I don't post
100	2024-12-06T22:05:48	623584	People who see no nut November meme and think it's just an epic challenge 100% fail hard mode
100	2024-12-06T22:08:08	623600	Tell them you're with the city of Rome and you're there to fine them 100 eur for each box
500	2024-12-09T21:59:20	624288	Jk rip to that guy I would never speak poorly of fortune 500 company executives they're my heroes
420	2024-12-15T19:39:08	625580	We robbed the wrong grave and received 420 years of compulsive ball touch curse
631	2025-01-08T19:23:14	630610	631MB pog
144	2025-02-14T22:48:54	635699	144 holy shit lol
100	2025-02-22T16:16:59	636450	As Gen Z men prefer "femboy bussy" stating it is "far superior to titties" and "like 100x hotter"
100	2025-03-09T22:36:12	638582	I don't even know 100 people lol
996	2025-03-15T21:25:38	638984	996
420	2025-03-15T21:25:44	638987	420
160	2025-03-27T17:48:56	639903	160 IQ required novel I assume
560	2025-04-16T17:57:59	642970	https://open.spotify.com/track/560thqtxClvubrLOWzQl00?si=go960uhoQXy3XT_8OjhWSw
960	2025-04-16T17:57:59	642970	https://open.spotify.com/track/560thqtxClvubrLOWzQl00?si=go960uhoQXy3XT_8OjhWSw
240	2025-04-23T20:31:31	643882	240 pz BUSSY
534	2025-04-25T18:11:11	644135	https://youtu.be/tkMhHASv534?si=9rL0WdroaCZf6bkN
888	2025-05-10T17:36:48	646544	a, 8a 8, 8) ,adPPRg, 8) ]8 ,ad888888888b ,8' ,8' ,gPPR888888888888 ,8' ,8' ,ad8"" Y888888888P 8) 8) ,ad8"" (8888888"" 8, 8, ,ad8"" d888"" 8, 8, ,ad8"" ,ad8"" 8, `" ,ad8"" ,ad8"" ,gPPR8b ,ad8"" dP:::::Yb ,ad8"" 8):::::(8 ,ad8"" Yb:;;;:d888"" "8ggg8P"
888	2025-05-10T17:36:48	646544	a, 8a 8, 8) ,adPPRg, 8) ]8 ,ad888888888b ,8' ,8' ,gPPR888888888888 ,8' ,8' ,ad8"" Y888888888P 8) 8) ,ad8"" (8888888"" 8, 8, ,ad8"" d888"" 8, 8, ,ad8"" ,ad8"" 8, `" ,ad8"" ,ad8"" ,gPPR8b ,ad8"" dP:::::Yb ,ad8"" 8):::::(8 ,ad8"" Yb:;;;:d888"" "8ggg8P"
142	2025-05-16T19:48:20	647582	Wait is 142 mins too long for you?
420	2025-05-23T22:53:21	649370	420+69 🙂‍↕️
624	2025-06-02T18:04:12	651507	My options are 624p quality or 67GB 4K HDR 🫩
240	2025-06-02T19:27:21	651531	If it doesn't work tho I'll download a bitch 240p version
360	2025-06-07T19:31:48	652779	I found it on archive.org but it's 360p 😭
773	2025-06-07T23:01:21	653408	Lobotomy number 773
100	2025-06-28T01:00:03	657247	Yeah man you're gonna be on a 100% locally sourced ASS FUDGE diet
200	2025-07-31T16:11:06	663157	I had a dream that I woke up and you had sent me like 200 messages and just kept sending more. And I was trying to reply but there was an update to the telegram app that was buggy as hell and I couldn't. So I decided to get on my computer and try the desktop app. When I booted up my PC, it started installing smilies and fonts and new mouse cursors and I realized I had a virus. You were still sending more messages but I couldn't reply 😔
218	2025-07-31T17:25:42	663397	218 🥹
169	2025-08-22T19:01:16	666625	Memory like chatgpt, 169% full 😂😂🤣😂🤣😂🤣😭😂🤣😭😂🤣
252	2025-09-09T16:13:16	671094	Let's watch the Top 1,252,802 People stream VOD together 🤭
802	2025-09-09T16:13:16	671094	Let's watch the Top 1,252,802 People stream VOD together 🤭
100	2025-09-11T18:02:54	671401	Yes 100%
100	2025-09-11T18:03:11	671402	Well 100% they were helpful but they don't like erase 100% of the symptoms
100	2025-09-11T18:03:11	671402	Well 100% they were helpful but they don't like erase 100% of the symptoms
505	2025-09-13T19:14:43	671826	https://youtu.be/f_SwD7RveNE?si=OMZrF3N505sMo_Su
985	2025-09-16T18:18:36	672139	985 😍
100	2025-09-20T00:19:19	673107	But fr I will go to an authorized reseller and buy a certified verified legitimate 100% authentic original copy of that book and read it
999	2025-09-23T17:00:57	673924	At Apple, two... (switches keynote slide) becomes one. Now you too can chop off your hands and join the two nubs with an Apple Watch. All starting at $2,999 (audience explodes into applause)
100	2025-10-02T01:11:26	675262	See Apple's commitment Materials AirPods Pro 3 are made with 40% recycled content,25 including: 100% recycled aluminum in the hinge 100% recycled cobalt and 95% recycled lithium in the battery 100% recycled gold plating and tin solder in all Apple-designed printed circuit boards 100% recycled copper wire in the inductive charger 100% recycled rare earth elements in all magnets 65% recycled plastic in the case Packaging 100% fiber-based packaging26 We designed the AirPods Pro 3 box to be smaller than AirPods Pro 2 boxes, enabling 25% more units shipped per trip.27 Energy 40% of manufacturing electricity for AirPods Pro 3 is sourced from renewable electricity28 Meets U.S. Department of Energy requirements for battery charger systems29 Waste No established final assembly sites generate waste sent to landfill as part of Apple’s Zero Waste Program30 Smarter chemistry31 All of the materials used in Apple products, accessories, and packaging are covered by the requirements of our Regulated Substances Specification, which was one of the first in industry to restrict the use of key substances of concern. See the latest Environmental Progress Report to understand Apple’s recent efforts in phasing out these chemistries. Apple Footer Fast, free delivery Or pick up available items at an Apple Store. Learn more Pay monthly at 0% APR You can pay over time when you choose to check out at Apple with Apple Card Monthly Installments.† Learn more Get help buying Have a question? Call a Specialist or chat online. Contact us Make them yours Engrave your AirPods with your initials or favorite emoji — free. Only at Apple. Learn more Available on compatible devices running iOS 18, iPadOS 18, or macOS Sequoia and later when paired with AirPods Pro 2 and later with the latest firmware. Device performance and noise control features like Active Noise Cancellation, Adaptive Audio, and Transparency can be affected by debris or earwax buildup. Clean the device regularly to maintain performance and full feature functionality. Refer to support.apple.com/120409 for AirPods Pro cleaning instructions. Available on compatible devices running iOS 18, iPadOS 18, or macOS Sequoia and later when paired with AirPods Pro 2 and later with the latest firmware. For the best performance, update to the latest software. Available on compatible devices running iOS 18, iPadOS 18, or macOS Sequoia and later when paired with AirPods Pro 2 and later with the latest firmware. Compatible hardware and software required. Works with compatible content in supported apps. Not all content available in Dolby Atmos. iPhone with TrueDepth camera required to create a personal profile for Spatial Audio, which will sync across Apple devices running the latest operating system software, including iOS, iPadOS, macOS, and tvOS. The Hearing Aid feature has received FDA authorization. The Hearing Test and Hearing Aid features are supported on AirPods Pro 2 and later with the latest firmware paired with a compatible iPhone or iPad with iOS 18 or iPadOS 18 and later and are intended for people 18 years old or older. The Hearing Aid feature is also supported on a compatible Mac with macOS Sequoia and later. It is intended for people with perceived mild to moderate hearing loss. Supported on AirPods Pro 2 and later with the latest firmware when paired with a compatible iPhone running iOS 26 and later. This feature may not be available in all regions or all languages. View complete list. The Hearing Protection feature works with AirPods Pro 2 and later with the latest firmware when paired with a compatible iPhone, iPad, or Mac with iOS 18, iPadOS 18, or macOS Sequoia and later. This feature is not available in all regions or all languages. View complete list. See support.apple.com/120850 for total attenuation and more information. The Hearing Protection feature is not suitable for protection against extremely loud impulse sounds, such as gunfire, fireworks, or jackhammers, or against sustained sounds louder than 110 dBA.
100	2025-10-02T01:11:26	675262	See Apple's commitment Materials AirPods Pro 3 are made with 40% recycled content,25 including: 100% recycled aluminum in the hinge 100% recycled cobalt and 95% recycled lithium in the battery 100% recycled gold plating and tin solder in all Apple-designed printed circuit boards 100% recycled copper wire in the inductive charger 100% recycled rare earth elements in all magnets 65% recycled plastic in the case Packaging 100% fiber-based packaging26 We designed the AirPods Pro 3 box to be smaller than AirPods Pro 2 boxes, enabling 25% more units shipped per trip.27 Energy 40% of manufacturing electricity for AirPods Pro 3 is sourced from renewable electricity28 Meets U.S. Department of Energy requirements for battery charger systems29 Waste No established final assembly sites generate waste sent to landfill as part of Apple’s Zero Waste Program30 Smarter chemistry31 All of the materials used in Apple products, accessories, and packaging are covered by the requirements of our Regulated Substances Specification, which was one of the first in industry to restrict the use of key substances of concern. See the latest Environmental Progress Report to understand Apple’s recent efforts in phasing out these chemistries. Apple Footer Fast, free delivery Or pick up available items at an Apple Store. Learn more Pay monthly at 0% APR You can pay over time when you choose to check out at Apple with Apple Card Monthly Installments.† Learn more Get help buying Have a question? Call a Specialist or chat online. Contact us Make them yours Engrave your AirPods with your initials or favorite emoji — free. Only at Apple. Learn more Available on compatible devices running iOS 18, iPadOS 18, or macOS Sequoia and later when paired with AirPods Pro 2 and later with the latest firmware. Device performance and noise control features like Active Noise Cancellation, Adaptive Audio, and Transparency can be affected by debris or earwax buildup. Clean the device regularly to maintain performance and full feature functionality. Refer to support.apple.com/120409 for AirPods Pro cleaning instructions. Available on compatible devices running iOS 18, iPadOS 18, or macOS Sequoia and later when paired with AirPods Pro 2 and later with the latest firmware. For the best performance, update to the latest software. Available on compatible devices running iOS 18, iPadOS 18, or macOS Sequoia and later when paired with AirPods Pro 2 and later with the latest firmware. Compatible hardware and software required. Works with compatible content in supported apps. Not all content available in Dolby Atmos. iPhone with TrueDepth camera required to create a personal profile for Spatial Audio, which will sync across Apple devices running the latest operating system software, including iOS, iPadOS, macOS, and tvOS. The Hearing Aid feature has received FDA authorization. The Hearing Test and Hearing Aid features are supported on AirPods Pro 2 and later with the latest firmware paired with a compatible iPhone or iPad with iOS 18 or iPadOS 18 and later and are intended for people 18 years old or older. The Hearing Aid feature is also supported on a compatible Mac with macOS Sequoia and later. It is intended for people with perceived mild to moderate hearing loss. Supported on AirPods Pro 2 and later with the latest firmware when paired with a compatible iPhone running iOS 26 and later. This feature may not be available in all regions or all languages. View complete list. The Hearing Protection feature works with AirPods Pro 2 and later with the latest firmware when paired with a compatible iPhone, iPad, or Mac with iOS 18, iPadOS 18, or macOS Sequoia and later. This feature is not available in all regions or all languages. View complete list. See support.apple.com/120850 for total attenuation and more information. The Hearing Protection feature is not suitable for protection against extremely loud impulse sounds, such as gunfire, fireworks, or jackhammers, or against sustained sounds louder than 110 dBA.
100	2025-10-02T01:11:26	675262	See Apple's commitment Materials AirPods Pro 3 are made with 40% recycled content,25 including: 100% recycled aluminum in the hinge 100% recycled cobalt and 95% recycled lithium in the battery 100% recycled gold plating and tin solder in all Apple-designed printed circuit boards 100% recycled copper wire in the inductive charger 100% recycled rare earth elements in all magnets 65% recycled plastic in the case Packaging 100% fiber-based packaging26 We designed the AirPods Pro 3 box to be smaller than AirPods Pro 2 boxes, enabling 25% more units shipped per trip.27 Energy 40% of manufacturing electricity for AirPods Pro 3 is sourced from renewable electricity28 Meets U.S. Department of Energy requirements for battery charger systems29 Waste No established final assembly sites generate waste sent to landfill as part of Apple’s Zero Waste Program30 Smarter chemistry31 All of the materials used in Apple products, accessories, and packaging are covered by the requirements of our Regulated Substances Specification, which was one of the first in industry to restrict the use of key substances of concern. See the latest Environmental Progress Report to understand Apple’s recent efforts in phasing out these chemistries. Apple Footer Fast, free delivery Or pick up available items at an Apple Store. Learn more Pay monthly at 0% APR You can pay over time when you choose to check out at Apple with Apple Card Monthly Installments.† Learn more Get help buying Have a question? Call a Specialist or chat online. Contact us Make them yours Engrave your AirPods with your initials or favorite emoji — free. Only at Apple. Learn more Available on compatible devices running iOS 18, iPadOS 18, or macOS Sequoia and later when paired with AirPods Pro 2 and later with the latest firmware. Device performance and noise control features like Active Noise Cancellation, Adaptive Audio, and Transparency can be affected by debris or earwax buildup. Clean the device regularly to maintain performance and full feature functionality. Refer to support.apple.com/120409 for AirPods Pro cleaning instructions. Available on compatible devices running iOS 18, iPadOS 18, or macOS Sequoia and later when paired with AirPods Pro 2 and later with the latest firmware. For the best performance, update to the latest software. Available on compatible devices running iOS 18, iPadOS 18, or macOS Sequoia and later when paired with AirPods Pro 2 and later with the latest firmware. Compatible hardware and software required. Works with compatible content in supported apps. Not all content available in Dolby Atmos. iPhone with TrueDepth camera required to create a personal profile for Spatial Audio, which will sync across Apple devices running the latest operating system software, including iOS, iPadOS, macOS, and tvOS. The Hearing Aid feature has received FDA authorization. The Hearing Test and Hearing Aid features are supported on AirPods Pro 2 and later with the latest firmware paired with a compatible iPhone or iPad with iOS 18 or iPadOS 18 and later and are intended for people 18 years old or older. The Hearing Aid feature is also supported on a compatible Mac with macOS Sequoia and later. It is intended for people with perceived mild to moderate hearing loss. Supported on AirPods Pro 2 and later with the latest firmware when paired with a compatible iPhone running iOS 26 and later. This feature may not be available in all regions or all languages. View complete list. The Hearing Protection feature works with AirPods Pro 2 and later with the latest firmware when paired with a compatible iPhone, iPad, or Mac with iOS 18, iPadOS 18, or macOS Sequoia and later. This feature is not available in all regions or all languages. View complete list. See support.apple.com/120850 for total attenuation and more information. The Hearing Protection feature is not suitable for protection against extremely loud impulse sounds, such as gunfire, fireworks, or jackhammers, or against sustained sounds louder than 110 dBA.
100	2025-10-02T01:11:26	675262	See Apple's commitment Materials AirPods Pro 3 are made with 40% recycled content,25 including: 100% recycled aluminum in the hinge 100% recycled cobalt and 95% recycled lithium in the battery 100% recycled gold plating and tin solder in all Apple-designed printed circuit boards 100% recycled copper wire in the inductive charger 100% recycled rare earth elements in all magnets 65% recycled plastic in the case Packaging 100% fiber-based packaging26 We designed the AirPods Pro 3 box to be smaller than AirPods Pro 2 boxes, enabling 25% more units shipped per trip.27 Energy 40% of manufacturing electricity for AirPods Pro 3 is sourced from renewable electricity28 Meets U.S. Department of Energy requirements for battery charger systems29 Waste No established final assembly sites generate waste sent to landfill as part of Apple’s Zero Waste Program30 Smarter chemistry31 All of the materials used in Apple products, accessories, and packaging are covered by the requirements of our Regulated Substances Specification, which was one of the first in industry to restrict the use of key substances of concern. See the latest Environmental Progress Report to understand Apple’s recent efforts in phasing out these chemistries. Apple Footer Fast, free delivery Or pick up available items at an Apple Store. Learn more Pay monthly at 0% APR You can pay over time when you choose to check out at Apple with Apple Card Monthly Installments.† Learn more Get help buying Have a question? Call a Specialist or chat online. Contact us Make them yours Engrave your AirPods with your initials or favorite emoji — free. Only at Apple. Learn more Available on compatible devices running iOS 18, iPadOS 18, or macOS Sequoia and later when paired with AirPods Pro 2 and later with the latest firmware. Device performance and noise control features like Active Noise Cancellation, Adaptive Audio, and Transparency can be affected by debris or earwax buildup. Clean the device regularly to maintain performance and full feature functionality. Refer to support.apple.com/120409 for AirPods Pro cleaning instructions. Available on compatible devices running iOS 18, iPadOS 18, or macOS Sequoia and later when paired with AirPods Pro 2 and later with the latest firmware. For the best performance, update to the latest software. Available on compatible devices running iOS 18, iPadOS 18, or macOS Sequoia and later when paired with AirPods Pro 2 and later with the latest firmware. Compatible hardware and software required. Works with compatible content in supported apps. Not all content available in Dolby Atmos. iPhone with TrueDepth camera required to create a personal profile for Spatial Audio, which will sync across Apple devices running the latest operating system software, including iOS, iPadOS, macOS, and tvOS. The Hearing Aid feature has received FDA authorization. The Hearing Test and Hearing Aid features are supported on AirPods Pro 2 and later with the latest firmware paired with a compatible iPhone or iPad with iOS 18 or iPadOS 18 and later and are intended for people 18 years old or older. The Hearing Aid feature is also supported on a compatible Mac with macOS Sequoia and later. It is intended for people with perceived mild to moderate hearing loss. Supported on AirPods Pro 2 and later with the latest firmware when paired with a compatible iPhone running iOS 26 and later. This feature may not be available in all regions or all languages. View complete list. The Hearing Protection feature works with AirPods Pro 2 and later with the latest firmware when paired with a compatible iPhone, iPad, or Mac with iOS 18, iPadOS 18, or macOS Sequoia and later. This feature is not available in all regions or all languages. View complete list. See support.apple.com/120850 for total attenuation and more information. The Hearing Protection feature is not suitable for protection against extremely loud impulse sounds, such as gunfire, fireworks, or jackhammers, or against sustained sounds louder than 110 dBA.
100	2025-10-02T01:11:26	675262	See Apple's commitment Materials AirPods Pro 3 are made with 40% recycled content,25 including: 100% recycled aluminum in the hinge 100% recycled cobalt and 95% recycled lithium in the battery 100% recycled gold plating and tin solder in all Apple-designed printed circuit boards 100% recycled copper wire in the inductive charger 100% recycled rare earth elements in all magnets 65% recycled plastic in the case Packaging 100% fiber-based packaging26 We designed the AirPods Pro 3 box to be smaller than AirPods Pro 2 boxes, enabling 25% more units shipped per trip.27 Energy 40% of manufacturing electricity for AirPods Pro 3 is sourced from renewable electricity28 Meets U.S. Department of Energy requirements for battery charger systems29 Waste No established final assembly sites generate waste sent to landfill as part of Apple’s Zero Waste Program30 Smarter chemistry31 All of the materials used in Apple products, accessories, and packaging are covered by the requirements of our Regulated Substances Specification, which was one of the first in industry to restrict the use of key substances of concern. See the latest Environmental Progress Report to understand Apple’s recent efforts in phasing out these chemistries. Apple Footer Fast, free delivery Or pick up available items at an Apple Store. Learn more Pay monthly at 0% APR You can pay over time when you choose to check out at Apple with Apple Card Monthly Installments.† Learn more Get help buying Have a question? Call a Specialist or chat online. Contact us Make them yours Engrave your AirPods with your initials or favorite emoji — free. Only at Apple. Learn more Available on compatible devices running iOS 18, iPadOS 18, or macOS Sequoia and later when paired with AirPods Pro 2 and later with the latest firmware. Device performance and noise control features like Active Noise Cancellation, Adaptive Audio, and Transparency can be affected by debris or earwax buildup. Clean the device regularly to maintain performance and full feature functionality. Refer to support.apple.com/120409 for AirPods Pro cleaning instructions. Available on compatible devices running iOS 18, iPadOS 18, or macOS Sequoia and later when paired with AirPods Pro 2 and later with the latest firmware. For the best performance, update to the latest software. Available on compatible devices running iOS 18, iPadOS 18, or macOS Sequoia and later when paired with AirPods Pro 2 and later with the latest firmware. Compatible hardware and software required. Works with compatible content in supported apps. Not all content available in Dolby Atmos. iPhone with TrueDepth camera required to create a personal profile for Spatial Audio, which will sync across Apple devices running the latest operating system software, including iOS, iPadOS, macOS, and tvOS. The Hearing Aid feature has received FDA authorization. The Hearing Test and Hearing Aid features are supported on AirPods Pro 2 and later with the latest firmware paired with a compatible iPhone or iPad with iOS 18 or iPadOS 18 and later and are intended for people 18 years old or older. The Hearing Aid feature is also supported on a compatible Mac with macOS Sequoia and later. It is intended for people with perceived mild to moderate hearing loss. Supported on AirPods Pro 2 and later with the latest firmware when paired with a compatible iPhone running iOS 26 and later. This feature may not be available in all regions or all languages. View complete list. The Hearing Protection feature works with AirPods Pro 2 and later with the latest firmware when paired with a compatible iPhone, iPad, or Mac with iOS 18, iPadOS 18, or macOS Sequoia and later. This feature is not available in all regions or all languages. View complete list. See support.apple.com/120850 for total attenuation and more information. The Hearing Protection feature is not suitable for protection against extremely loud impulse sounds, such as gunfire, fireworks, or jackhammers, or against sustained sounds louder than 110 dBA.
